WKT,id,order_number,sos,sos_new,on_street,from_street,to_street,smo_code,sign_description,size_description,facing_direction_type,arrow_points,distance_from_intersection,smo_category,smo_subtype,last_work_date,notes
"POINT (-73.9599113057564 40.80091370655)","10385586",S-01276364,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  109 STREET,SI-1878G,ROUTE: M116,14.12 X 6,,,"86",parking,Bus Stop,2012/11/09,M116
"POINT (-73.9599113057564 40.80091370655)","10385579",S-01276364,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  109 STREET,SI-584G,Located At: MANHATTAN AV & CATHEDRAL PKY,016 X 008,,,"86",parking,Bus Stop,2012/11/09,MANHATTAN AV & CATHEDRAL PKY
"POINT (-73.9597989099143 40.8009490488759)","10385577",S-01276364,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  109 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,North,"86",parking,Bus Stop,2007/10/26,"403392"
"POINT (-73.9597989099143 40.8009490488759)","10385578",S-01276364,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  109 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"86",parking,Bus Stop,2012/11/09,M7
"POINT (-73.9599113057564 40.80091370655)","10385635",S-01276364,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,CATHEDRAL PARKWAY,WEST  109 STREET,SI-1879G,DESTINATION: W 14 ST,18.12 X 6,,,"86",parking,Bus Stop,2012/11/09,W 14 ST
"POINT (-73.9607860935101 40.7997200511758)","10385655",S-01276371,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,WEST  108 STREET,WEST  107 STREET,SP-357C,NO PARKING (SANITATION BROOM SYMBOL) 8:30-10AM TUES & FRI <-----> ,018 X 012,,,"95",parking,Street Cleaning,2006/12/01,
"POINT (-73.9607571776413 40.7997557227907)","10385659",S-01276371,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,WEST  108 STREET,WEST  107 STREET,SI-1879G,DESTINATION: UPPER WEST SIDE,18.12 X 6,,,"80",parking,Bus Stop,2015/03/02,UPPER WEST SIDE
"POINT (-73.9607571776413 40.7997557227907)","10385654",S-01276371,W,"[ ""W"", ""West side"" ]",MANHATTAN AVENUE,WEST  108 STREET,WEST  107 STREET,SI-584G,Located At: MANHATTAN AV & W 108 ST,016 X 008,,,"80",parking,Bus Stop,2009/05/21,MANHATTAN AV & W 108 ST
"POINT (-73.9860175864208 40.7776954213899)","13065878",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-7A,METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) ,018 X 006,,,"699",parking,Meters Not in Effect,2019/03/22,
"POINT (-73.9860175864208 40.7776954213899)","13065877",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-10BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM --> ,018 X 012,,North,"699",parking,Street Cleaning,2019/03/22,
"POINT (-73.9860595672846 40.7776377940445)","13065874",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SI-1879G,DESTINATION: WEST SIDE,18.12 X 6,,,"675",parking,Bus Stop,2007/09/12,WEST SIDE
"POINT (-73.9860595672846 40.7776377940445)","13065875",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SI-584G,"Located At: WEST END AV &amp; W 69 ST",016 X 008,,,"675",parking,Bus Stop,2007/09/12,"WEST END AV &amp; W 69 ST"
"POINT (-73.9860175864208 40.7776954213899)","13065876",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-7GA,NO STANDING MONDAY-FRIDAY 4PM-7PM --> ,018 X 012,,North,"699",parking,No Standing,2019/03/22,
"POINT (-73.9860595672846 40.7776377940445)","13065872",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,South,"675",parking,Bus Stop,2007/09/12,"403608"
"POINT (-73.9862344867685 40.7773976799355)","13065871",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-10BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM --> ,018 X 012,,South,"575",parking,Street Cleaning,2015/04/27,
"POINT (-73.9862344867685 40.7773976799355)","13065870",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-7GA,NO STANDING MONDAY-FRIDAY 4PM-7PM --> ,018 X 012,,South,"575",parking,No Standing,2015/04/27,
"POINT (-73.9860595672846 40.7776377940445)","13065873",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SI-1878G,ROUTE: M57,14.12 X 6,,,"675",parking,Bus Stop,2007/09/12,M57
"POINT (-73.9865808236248 40.7769222531906)","13065867",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"377",parking,Street Cleaning,2022/03/15,
"POINT (-73.9865808236248 40.7769222531906)","13065866",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-7G,NO STANDING MONDAY-FRIDAY 4PM-7PM <-> ,018 X 012,,,"377",parking,No Standing,2022/03/15,
"POINT (-73.9868239561402 40.7765884933687)","13065865",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"238",parking,Street Cleaning,2022/03/15,
"POINT (-73.9868239561402 40.7765884933687)","13065864",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-7G,NO STANDING MONDAY-FRIDAY 4PM-7PM <-> ,018 X 012,,,"238",parking,No Standing,2022/03/15,
"POINT (-73.9633365917245 40.7987602359776)","10385778",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,PS-9A,ZONE#112355 PAY BY CELL LOCATOR,018 X 006,,,"194",parking,Metered Parking,,"112355"
"POINT (-73.98689392188 40.7764924472787)","13065894",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,South,"198",parking,No Standing,2022/03/15,
"POINT (-73.9870181105712 40.7763219653607)","13065861",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SI-584G,"Located At: WEST END AV &amp; W 66 ST",016 X 008,,,"127",parking,Bus Stop,2015/04/27,"WEST END AV &amp; W 66 ST"
"POINT (-73.9870181105712 40.7763219653607)","13065860",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SI-1879G,DESTINATION: WEST SIDE,18.12 X 6,,,"127",parking,Bus Stop,2015/04/25,WEST SIDE
"POINT (-73.9870181105712 40.7763219653607)","13065859",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SI-1878G,ROUTE: M57,14.12 X 6,,,"127",parking,Bus Stop,2015/04/25,M57
"POINT (-73.9870181105712 40.7763219653607)","13065858",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,South,"127",parking,Bus Stop,2015/04/27,"403076"
"POINT (-73.9659389136513 40.7951956320397)","10386122",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,SI-1879G,DESTINATION: WEST VILLAGE,18.12 X 6,,,"115",parking,Bus Stop,2006/12/05,WEST VILLAGE
"POINT (-73.9667051004858 40.7941446245262)","10386113",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-9A,ZONE#114659 PAY BY CELL LOCATOR,018 X 006,,,"553",parking,Metered Parking,,"114659"
"POINT (-73.986432144267 40.7771263506623)","13065896",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"462",parking,Street Cleaning,2022/03/15,
"POINT (-73.986432144267 40.7771263506623)","13065895",P-01570755,E,"[ ""E"", ""East side"" ]",WEST END AVENUE,WEST   66 STREET,WEST   70 STREET,PS-7G,NO STANDING MONDAY-FRIDAY 4PM-7PM <-> ,018 X 012,,,"462",parking,No Standing,2022/03/15,
"POINT (-73.9803862384053 40.7752283320043)","10385056",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,North,"105",parking,Bus Stop,2009/10/10,"401100"
"POINT (-73.980506768199 40.7752310812413)","10385088",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,SI-1879G,DESTINATION: W 14 ST,18.12 X 6,,,"105",parking,Bus Stop,2009/05/21,W 14 ST
"POINT (-73.9806656951062 40.7750115290103)","10385062",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,PS-37G,NO STANDING MONDAY-FRIDAY 7AM-10AM <-> ,018 X 012,,,"197",parking,No Standing,2018/02/15,
"POINT (-73.9665171700271 40.7944025746715)","10386110",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-123C,2 HMP 7:30AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"445",parking,Metered Parking,2017/11/22,
"POINT (-73.9658298493719 40.7951803514377)","10386102",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"115",parking,Bus Stop,2006/12/05,M7
"POINT (-73.9803862384053 40.7752283320043)","10385057",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"105",parking,Bus Stop,2009/05/21,M7
"POINT (-73.9633365917245 40.7987602359776)","10385777",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,PS-123C,2 HMP 7:30AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"194",parking,Metered Parking,2015/01/28,
"POINT (-73.9806656951062 40.7750115290103)","10385064",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,PS-9A,ZONE#113991 PAY BY CELL LOCATOR,018 X 006,,,"197",parking,Metered Parking,2018/02/15,"113991"
"POINT (-73.9805176037928 40.7752173593861)","10385061",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,PS-9A,ZONE#113991 PAY BY CELL LOCATOR,018 X 006,,,"111",parking,Metered Parking,2018/02/15,"113991"
"POINT (-73.9659389136513 40.7951956320397)","10386103",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,SI-584G,Located At: COLUMBUS AV & W 100 ST,016 X 008,,,"115",parking,Bus Stop,2006/12/05,COLUMBUS AV & W 100 ST
"POINT (-73.9658298493719 40.7951803514377)","10386101",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,North,"115",parking,Bus Stop,2006/12/05,"401088"
"POINT (-73.9805176037928 40.7752173593861)","10385060",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,PS-101C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 9AM-7PM <-> ,018 X 024,,,"111",parking,Metered Parking,2018/02/15,
"POINT (-73.9633365917245 40.7987602359776)","10385776",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,PS-20B,NO PARKING (SANITATION BROOM SYMBOL) 7AM-7:30AM EXCEPT SUNDAY <-> ,018 X 012,,,"194",parking,Street Cleaning,2013/07/16,
"POINT (-73.9805176037928 40.7752173593861)","10385059",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,PS-37G,NO STANDING MONDAY-FRIDAY 7AM-10AM <-> ,018 X 012,,,"111",parking,No Standing,2018/02/15,
"POINT (-73.9806656951062 40.7750115290103)","10385063",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,PS-101C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 9AM-7PM <-> ,018 X 024,,,"197",parking,Metered Parking,2018/02/15,
"POINT (-73.9734623919652 40.7848911434783)","10386220",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,SI-1878G,ROUTE: M11,14.12 X 6,,,"117",parking,Bus Stop,2014/12/22,M11
"POINT (-73.980506768199 40.7752310812413)","10385058",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,SI-584G,Located At: COLUMBUS AV & W 69 ST,016 X 008,,,"105",parking,Bus Stop,2009/05/21,COLUMBUS AV & W 69 ST
"POINT (-73.9734623919652 40.7848911434783)","10386212",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"117",parking,Bus Stop,2014/12/22,M7
"POINT (-73.980506768199 40.7752310812413)","10385087",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,SI-1878G,ROUTE: M11,14.12 X 6,,,"105",parking,Bus Stop,2009/05/21,M11
"POINT (-73.9630837793792 40.7989403313468)","10385773",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,North,"123",parking,Bus Stop,2010/01/16,"401086"
"POINT (-73.980506768199 40.7752310812413)","10385067",P-01276305,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   69 STREET,WEST   68 STREET,SI-1879G,DESTINATION: WEST VILLAGE,18.12 X 6,,,"105",parking,Bus Stop,2009/05/21,WEST VILLAGE
"POINT (-73.9733385598357 40.7848901843458)","10386211",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,North,"117",parking,Bus Stop,2009/10/17,"401094"
"POINT (-73.9632173082219 40.7989303710925)","10385775",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,SI-584G,Located At: COLUMBUS AV & W 106 ST,016 X 008,,,"123",parking,Bus Stop,2009/05/21,COLUMBUS AV & W 106 ST
"POINT (-73.9735780098281 40.784729230762)","10386216",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,PS-9A,ZONE#114299 PAY BY CELL LOCATOR,018 X 006,,,"184",parking,Metered Parking,2017/08/12,"114299"
"POINT (-73.9735780098281 40.784729230762)","10386215",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,PS-101CA,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 9AM-7PM --> ,018 X 024,,North,"184",parking,Metered Parking,2015/01/23,
"POINT (-73.9735780098281 40.784729230762)","10386214",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,PS-37GA,NO STANDING MONDAY-FRIDAY 7AM-10AM --> ,018 X 012,,North,"184",parking,No Standing,2015/01/23,
"POINT (-73.9734623919652 40.7848911434783)","10386213",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,SI-584G,Located At: COLUMBUS AV & W 84 ST,016 X 008,,,"117",parking,Bus Stop,2014/12/22,COLUMBUS AV & W 84 ST
"POINT (-73.9813266724497 40.7741086192793)","10385091",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,PS-37G,NO STANDING MONDAY-FRIDAY 7AM-10AM <-> ,018 X 012,,,"52",parking,No Standing,2015/01/23,
"POINT (-73.9815975605082 40.7737353784815)","10385102",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,SI-1879G,DESTINATION: W 14 ST,18.12 X 6,,,"208",parking,Bus Stop,2018/03/15,W 14 ST
"POINT (-73.9814792001688 40.7737279162826)","10385098",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"208",parking,Bus Stop,2018/03/15,M7
"POINT (-73.9814792001688 40.7737279162826)","10385097",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,SP-477B,BUS STOP SIGN(NO STANDING),"20"" DIA.",,,"208",parking,Bus Stop,2015/08/05,"401101"
"POINT (-73.9813266724497 40.7741086192793)","10385092",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,PS-101C,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 9AM-7PM <-> ,018 X 024,,,"52",parking,Metered Parking,2015/01/23,
"POINT (-73.9813266724497 40.7741086192793)","10385093",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,PS-9A,ZONE#110841 PAY BY CELL LOCATOR,018 X 006,,,"52",parking,Metered Parking,2017/08/12,"110841"
"POINT (-73.9814855947381 40.7738863211423)","10385094",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,PS-37GA,NO STANDING MONDAY-FRIDAY 7AM-10AM --> ,018 X 012,,North,"144",parking,No Standing,2015/08/05,
"POINT (-73.9814855947381 40.7738863211423)","10385095",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,PS-101CA,2 HOUR METERED PARKING MONDAY-FRIDAY 10AM-7PM SATURDAY 9AM-7PM --> ,018 X 024,,North,"144",parking,Metered Parking,2015/08/05,
"POINT (-73.9734623919652 40.7848911434783)","10386219",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,SI-1879G,DESTINATION: WEST VILLAGE,18.12 X 6,,,"117",parking,Bus Stop,2014/12/22,WEST VILLAGE
"POINT (-73.9734623919652 40.7848911434783)","10386221",P-01276427,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   84 STREET,WEST   83 STREET,SI-1879G,DESTINATION: W 14 ST,18.12 X 6,,,"117",parking,Bus Stop,2014/12/22,W 14 ST
"POINT (-73.9814855947381 40.7738863211423)","10385096",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,PS-9A,ZONE#110841 PAY BY CELL LOCATOR,018 X 006,,,"144",parking,Metered Parking,2017/08/12,"110841"
"POINT (-73.9815975605082 40.7737353784815)","10385099",P-01276307,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST   67 STREET,WEST   66 STREET,SI-584G,Located At: COLUMBUS AV & W 66 ST,016 X 008,,,"208",parking,Bus Stop,2015/08/05,COLUMBUS AV & W 66 ST
"POINT (-73.9632173082219 40.7989303710925)","10385828",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,SI-1879G,DESTINATION: WEST VILLAGE,18.12 X 6,,,"123",parking,Bus Stop,2010/01/16,WEST VILLAGE
"POINT (-73.9632173082219 40.7989303710925)","10385830",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,SI-1879G,DESTINATION: W 14 ST,18.12 X 6,,,"123",parking,Bus Stop,2010/01/16,W 14 ST
"POINT (-73.9632173082219 40.7989303710925)","10385829",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,SI-1878G,ROUTE: M11,14.12 X 6,,,"123",parking,Bus Stop,2010/01/16,M11
"POINT (-73.9630837793792 40.7989403313468)","10385774",P-01276385,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  106 STREET,WEST  105 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"123",parking,Bus Stop,2010/01/16,M7
"POINT (-73.9739749336233 40.7854731438483)","10336271",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-2DA,STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM --> ,018 X 024,,East,"617",parking,Authorized Parking,2014/12/17,
"POINT (-73.9744118027643 40.7856598835362)","10336270",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"478",parking,Street Cleaning,2016/03/22,
"POINT (-73.9660292668993 40.7950721458875)","10386104",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-20B,NO PARKING (SANITATION BROOM SYMBOL) 7AM-7:30AM EXCEPT SUNDAY <-> ,018 X 012,,,"167",parking,Street Cleaning,2013/07/16,
"POINT (-73.9746103814082 40.7857422694516)","10336269",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"416",parking,Street Cleaning,2014/12/11,
"POINT (-73.9739749336233 40.7854731438483)","10336272",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"617",parking,Street Cleaning,2014/12/17,
"POINT (-73.9736860948276 40.7853523099939)","10336273",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-2D,STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM <-> ,018 X 024,,,"708",parking,Authorized Parking,2016/03/22,
"POINT (-73.9660292668993 40.7950721458875)","10386105",P-01276421,W,"[ ""W"", ""West side"" ]",COLUMBUS AVENUE,WEST  100 STREET,WEST   97 STREET,PS-123C,2 HMP 7:30AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"167",parking,Metered Parking,2015/01/28,
"POINT (-73.9751411274894 40.785970198006)","10336268",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"246",parking,Street Cleaning,2014/12/11,
"POINT (-73.9733683729241 40.7852204898086)","10336276",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"808",parking,Street Cleaning,2014/12/11,
"POINT (-73.9733683729241 40.7852204898086)","10336275",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-2DA,STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM --> ,018 X 024,,West,"808",parking,Authorized Parking,2014/12/11,
"POINT (-73.9757079834065 40.7862118553893)","10336267",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"67",parking,Street Cleaning,2014/12/11,
"POINT (-73.9736860948276 40.7853523099939)","10336274",S-01271368,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"708",parking,Street Cleaning,2016/03/22,
"POINT (-73.9641647877697 40.8030987218033)","10379232",S-01275797,N,"[ ""N"", ""North side"" ]",CATHEDRAL PARKWAY,AMSTERDAM AVENUE,BROADWAY,SI-1878G,ROUTE: M4,14.12 X 6,,,"96",parking,Bus Stop,2007/11/09,M4
"POINT (-73.9641647877697 40.8030987218033)","10379231",S-01275797,N,"[ ""N"", ""North side"" ]",CATHEDRAL PARKWAY,AMSTERDAM AVENUE,BROADWAY,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,East,"96",parking,Bus Stop,2009/03/11,"400597"
"POINT (-73.966378512945 40.8040327005682)","10379242",S-01275797,N,"[ ""N"", ""North side"" ]",CATHEDRAL PARKWAY,AMSTERDAM AVENUE,BROADWAY,SI-1878G,ROUTE: M4,14.12 X 6,,,"797",parking,Bus Stop,2017/11/17,M4
"POINT (-73.966378512945 40.8040327005682)","10379241",S-01275797,N,"[ ""N"", ""North side"" ]",CATHEDRAL PARKWAY,AMSTERDAM AVENUE,BROADWAY,SP-477B,BUS STOP SIGN(NO STANDING),"20"" DIA.",,,"797",parking,Bus Stop,2007/11/09,"400598"
